"id","profileName","text","date","title","rating","images","helpful"
"R9QFKKBE5ES8P","Sarah","
  Must read
","Reviewed in India on 9 October 2019","Helpful",5,"","0"
"RSPSCZPQ62M2B","uday","
  eckhart tolle very simple yet profound teachings to everyone how to lead a peaceful life in present moment .....go ahead n purchase the book it will change you
","Reviewed in India on 27 April 2015","one of the best spiritual book...",5,"","0"
"R13J9KY9KV2O1X","Gaurav Arjun","
  If there's one book you'll read in your lifetime.. let it be this one.
","Reviewed in India on 7 October 2018","This book has brought me peace.",5,"","0"
"R2X870D282BSOH","Kindle Customer","
  One of the best books I have read on presence, impermanence and Acceptance. Great read, don’t wait further. Go for it.
","Reviewed in India on 20 August 2019","Amazing book.",5,"","0"
"R9TGY8I3G3D4T","Aditya Gore","
  Loved every bit of it! Very liberating, encourages you to have a high sense of presence in the now. Makes total sense!
","Reviewed in India on 1 June 2018","Very engaging, a must read!",5,"","0"
"RCCD6Q3RRGWLB","hemlata bist","
  Good
","Reviewed in India on 27 January 2019","Good",4,"","0"
"R1IFE4CJ07MKWW","Amazon Customer","
  exceptional book but amazing buy delivered a damaged book or atleast I got a folded/creased copy
","Reviewed in India on 26 November 2015","Five Stars",5,"","0"
"R1O47EYKK8FPD9","Amazon Customer","
  Good quality.. Thanks
","Reviewed in India on 26 December 2019","Satisfied",5,"","0"
"R1HLDJQY20A8MP","sanjeev","
  Nice book. Learnt how to live in present moment.
","Reviewed in India on 5 March 2019","Live in present",5,"","0"
"R13YEBD2NW8PE2","Biplab","
  Don't waste time on searching solutions for your problems. This book is a solution. Very good book.
","Reviewed in India on 5 December 2016","Five Stars",5,"","0"
"R1W1RRQD9JIQQY","Amazon Customer","
  Excellent book. The day i started reading this book. I have able to be more present peaceful and alert. Highly recommend this book for people who are seeking peace of mind.
","Reviewed in India on 26 April 2016","Excellent book. TotallyChanged my life",5,"","1"
"R36G84E49W9VH3","Srivenu","
  Must read for everyone who wants to understand the purpose of life and how to live
","Reviewed in India on 6 March 2020","Amazing  and why I took so many days  to find this great book",5,"","0"
"R11EDYFP4P4AKK","Priya K","
  How being in the present could totally change your life,  this book teaches this to you. Beautiful read!!! Totally recommend to everyone.
","Reviewed in India on 3 October 2017","Needed this book now",5,"","0"
"R339CLXBK2FFYM","Srinivasa","
  Very good.. Recieved in time. Cost is also worthy. Overall i am satisfied with the services. Thank you for this support
","Reviewed in India on 5 July 2014","Good",5,"","1"
"R3IL6OP56H738V","Amazon Customer","
  The book is very deep, I was finding it difficult to keep myself motivated to read it.However, it has few nuggets of wisdom but overall it was too deep.
","Reviewed in India on 14 July 2017","The book is very deep, I was finding it ...",2,"","0"
"R3PZIXSBPHCQ7N","hamsa","
  its a very nice book .. its a best among the spiritual books which i have read in the modern times...worth buying it . the question answer pattern type for explaining the situations is really nice.. its totally a great book
","Reviewed in India on 1 December 2014","its a very nice book.",5,"","1"
"R34K4OBXHIQTVC","Anonymous","
  Nice book,packaging and print.Perfect condition,on time delivery ...thank you
","Reviewed in India on 6 September 2020","Good",5,"","0"
"R3A9IJGI3YBMOI","sivabalan","
  The book is very simple and emphasizes on living in the present. I loved it. But got bored during final few chapters related to relation and love where it got boring a bit.Overall a good read.!
","Reviewed in India on 7 July 2015","My first spiritual book -  A good start",4,"","0"
"R8FVBOSCQ95SX","Amazon Customer","
  Though it repeats the same concept again and again, its worth it, that one concept has the power to change your life.
","Reviewed in India on 31 October 2016","Life is not the same after reading this.",5,"","1"
"R37M4FYRH24HSH","d","
  One of the best books I've ever read
","Reviewed in India on 25 December 2019","Best",5,"","0"
"RAXWIOB6293AH","SS","
  excellent book
","Reviewed in India on 28 November 2019","Transformational book",5,"","0"
"R3FWRAG08MK7RA","Rupali Chauhan","
  Bad print. Didnot send me an original publication. It’s a duplicate copy with bad print.
","Reviewed in India on 4 June 2020","Bad print. Not an original publication",1,"https://images-na.ssl-images-amazon.com/images/I/719KHX-ksBL.jpg
https://images-na.ssl-images-amazon.com/images/I/71FsifSVMeL.jpg
https://images-na.ssl-images-amazon.com/images/I/71I4awjch8L.jpg","0"
"R11IL0NFPGPBFY","DINESH KAUSHIK","
  Good book to know the connection between mind and soul
","Reviewed in India on 25 November 2020","Good book",4,"https://images-na.ssl-images-amazon.com/images/I/61dhjClw5mL.jpg","0"
"R331IQJ7KH4IRZ","Kinley Z Tenzing","
  the best🌈🧡
","Reviewed in India on 3 August 2018","🌈🧡",5,"","0"
"R3IRWEDT0Y0HO9","Amazon Customer","
  Excellent book quality for the price. If you want to improve yourself then this is the book to buy.
","Reviewed in India on 29 November 2019","Excellent print & life changing content",5,"","0"
"R337Q5FOQO4XF3","Amazon Customer","
  Really it is very fantastic book. I have read already osho, j krishamurti. so this book is very excellent who are spiritual seeker. all enlightend master say one thing . live in present. that is it. rest all philosophy is bull s***.
","Reviewed in India on 5 February 2016","Live in present",5,"","0"
"R3TB994CRUG76B","Amazon Customer","
  Must read for everyone to understand ones mind and act accordingly.
","Reviewed in India on 5 September 2019","Brilliant book",5,"","0"
"R2J8PJ2QYZIONE","Manav","
  The book is great bt. The quality of this book is very low.
","Reviewed in India on 16 September 2019","Great book",4,"","0"
"RTTY8YR6KQO07","deepak puri","
  Book is nice but Eckart tolle's story sounds too good to be true,,,that he got enlightened while sleeping and woke up to Intense Bliss one morning
","Reviewed in India on 28 July 2015","Not for everyone...Read it and decide for yourself",4,"","0"
"RHPHDJHJPW5HN","manivannan","
  The book gave me clear understanding that brain act as it and keeps function as it is . We can make our brain undercontrol by clearly watching it . And it is the power of now.
","Reviewed in India on 12 October 2016","Life changing book",5,"","0"
"R138CD9YKAXQA","abdul riyaz","
  To say everything in one word,, Changed my life!! Enlighted! Thank you Echort for a beautiful book
","Reviewed in India on 3 November 2019","Enlighted! Thank you Echort. Each word is powerfull",5,"","0"
"R116LMPSEIAUXG","savita","
  What more I can ask for don't go by price of the book it is priceless ......o just order it Now☺️☺️☺️☺️👍👌
","Reviewed in India on 28 September 2018","Excellent",5,"","0"
"RPRFRZ7QEU60P","Amazon Customer","
  About the book- This book points out the false which is otherwise disguised as the truth.
","Reviewed in India on 3 August 2018","Delivered in a good condition. The paper quality is also good .",5,"","0"
"RFJSFVYGO4IEU","Joy","
  Must buy!!!
","Reviewed in India on 30 May 2018","Five Stars",5,"","0"
"R3TEYFILIT8LEG","Rukhmani","
  Very good
","Reviewed in India on 3 January 2019","Excellent",5,"","0"
"RP3XFRSYY8Y1U","Rajkumar Mehta","
  Read it NOW ! ... One cannot step into same river twice ... One cannot read this book twice .. second time you wont be the same person and it wont be the same book.My deepest gratitude to one of the great Masters alive today. Thank you very much.
","Reviewed in India on 25 September 2015","Read it NOW !",5,"","0"
"RJC86IORWKO0G","Rishabh Bhakar","
  Must read book for everyone. It’s really a life changing book.
","Reviewed in India on 18 October 2019","Must read book",5,"","0"
"R20E5TH6XOF4BL","Nelson C","
  POWER OF NOW BOOK IS REALLY TAUGHT Us how to calm our mind at any situation
","Reviewed in India on 14 May 2019","Power of now",5,"","0"
"R5BFRFKUWYVMK","Abhas","
  It's what I wanted.... original quantity paper.
","Reviewed in India on 22 April 2019","Worth it",5,"","0"
"R10297IRFU0NV","Sumitradadarwal","
  I love this book n how to being in present n it's also help me to understand my mind
","Reviewed in India on 23 January 2021","Awesome book 📖 ....must read it",5,"","0"
"RSKGQ8ROKA9UC","Arunmozhi ","
  One of the best book in world
","Reviewed in India on 27 April 2018","Best",4,"","0"
"R25146IVE12FWH","Aditi Mishra","
  Muat read
","Reviewed in India on 9 January 2020","Must read book",5,"","0"
"R1A17JPT7F1VI4","Bharath","
  One of the best book of my life..
","Reviewed in India on 21 December 2017","Five Stars",5,"","1"
"R18FKAPERUZXZK","dharma","
  Nice
","Reviewed in India on 6 November 2018","Nice",5,"","0"
"R1Z2NJ4XDW3PS1","NANCY RANDHAWA","
  Everyone should read it once ...to get easy with d life......
","Reviewed in India on 11 November 2018","Amazing book",5,"","0"
"R10XB5EUNR9ZDZ","KD Sharma","
  The quality of the pages and cover page of the book was compromised and book was too old.. Not satisfied..
","Reviewed in India on 22 June 2020","Quality of the book was not good",1,"","0"
"R165C6JRZH9FI3","KULDEEP PANDEY","
  No words to explain. Just awesome
","Reviewed in India on 29 June 2019","It changed my life",5,"","0"
"R185KQF5WFPBTI","Amazon Customer","
  Poor print, poor paper quality.
","Reviewed in India on 4 March 2020","Poor print and paper quality.",1,"","1"
"R1Z9QYE1XSO2NB","Meghna","
  This is the worst printing quality I've ever seen. Totally disappointed
","Reviewed in India on 8 April 2021","Poor printing quality",1,"https://images-na.ssl-images-amazon.com/images/I/91XBQgC4B4L.jpg
https://images-na.ssl-images-amazon.com/images/I/91YfP3O1O9L.jpg
https://images-na.ssl-images-amazon.com/images/I/A1WoaerAHYL.jpg","0"
"R28K0E42PHU2I8","Rock","
  ok
","Reviewed in India on 20 November 2018","Ok",3,"","0"
"R2JVM0LQCKFX1X","Abhijeet Singh Panwar","
  Mother of all the self help books. If you read this book and understand the author's view point you don't need to read any other self help book. It has got all the answers...
","Reviewed in India on 20 February 2016","Excellent",5,"","0"
"R2JFYO2ZVYBL7K","Samina","
  It changed my life. I have no words to describe it. It is life transforming. I highly recommend it. Excellent !
","Reviewed in India on 7 November 2020","Excellent !",5,"","0"
"R1ROBFEK0UJ6Y1","Shekhar Raval","
  vgud
","Reviewed in India on 17 December 2018","nice literature",5,"","0"
"R1VIID1R5F80QZ","Caregivers","
  Eckhert book - a definitely - a MUST read book for those who want change in their lives
","Reviewed in India on 23 March 2016","Five Stars",5,"","0"
"R75Y2TEX7MEME","Sagar Telang","
  Great book. Makes you think on how you were living and how you should live..  must read for everyone. Amazing
","Reviewed in India on 30 January 2018","Amazing book.....",5,"","0"
"R2XCCSAB490NEZ","Pavan Kumar","
  Must read book.
","Reviewed in India on 10 July 2019","Good read",4,"","0"
"R24NWX8SJ04S3M","Jawaharjoshi","
  THE BEST BOOK FOR UNDERSTANDING THE MOST DIFFICULT SUBJECT’SELF’
","Reviewed in India on 31 October 2019","Fantastic book",5,"","0"
"R1ROKIZXV5XYYY","Harshawardhan Patil","
  Book is really good , an inspirational,  but the paper used are notified of so good quality
","Reviewed in India on 21 July 2019","Good",4,"","0"
"R3Q444WUW740US","Sushil","
  Imp
","Reviewed in India on 15 September 2019","One of most important book everyone should read atleast once in life",5,"","0"
"R5LZ7F7GXHP5T","Drago","
  I'm a bit disappointed that it contained only 192 pages when it said that it's 220 pages
","Reviewed in India on 13 October 2020","Didn't contain the number of pages as it said",3,"https://images-na.ssl-images-amazon.com/images/I/71kPBqGRYSL.jpg","0"
"RJO6N07P2J4FV","Amazon Customer","
  Excellent guide for spiritual enlightenment good vocabulary
","Reviewed in India on 12 November 2017","Five Stars",5,"","0"
"RJO4I66WYNLOB","usha murthy","
  No words to explain the books worth....feeling blessed to read this book
","Reviewed in India on 27 July 2016","thank you Eckhart sir",5,"","0"
"R1XXWNMIDLG3W","Viswesh Reddy","
  Ok
","Reviewed in India on 25 July 2019","Ok",3,"","0"
"R3JMCJH3YBUV2C","naveen","
  Nice book to read
","Reviewed in India on 2 December 2017","Five Stars",5,"","1"
"R11HZUKXMCVUTE","Thoilen","
  One of the most influential books that I ever read is THE POWER OF NOW.
","Reviewed in India on 25 July 2018","Excellent book",5,"","0"
"R1PZCHLK2TZ06U","Ashish","
  Things taught in this books u can also see in at youtube in two videos basic meditation and sound of silence by Sandeep maheshwari.
","Reviewed in India on 18 June 2016","really helps",5,"","1"
"R1SZ927GVPW0S8","vinith kumar","
  A route towards inner journey....
","Reviewed in India on 23 August 2019","Digesting each line requires great understanding",5,"","0"
"R1U116VXQDWC16","Sonam s.","
  Satisfactory
","Reviewed in India on 18 December 2018","Good one",3,"","0"
"R7HSY9PPKWU5T","Siddharth","
  PIrated copy sold by Dreambooks seller. Colour xeroxed cover and cheap printing.
","Reviewed in India on 18 January 2019","PIrated copy",1,"","0"
"R1D4GNU0LS4B4G","Jinith","
  Of course the book is great and i got it if RS280 but.... The paper quality is BAD😐
","Reviewed in India on 9 October 2018","Low paper quality",3,"","0"
"R3NWIO2X0P46W9","Anu","
  Great book.. Go For it
","Reviewed in India on 28 July 2020","Amazing!",5,"","0"
"RGMISULW8SCAJ","Ron Sellars","
  Best book and message that I ever read in my life.
","Reviewed in India on 14 June 2019","Read this before you start to live life",5,"","0"
"R2O31OP3KVU97W","Uday","
  This is very thought provoking.. I recommend to everyone.
","Reviewed in India on 4 August 2020","Good one",4,"","0"
"R2WG1IU8L3U870","TJ Coulagi","
  Read it!
","Reviewed in India on 11 April 2018","Five Stars",5,"","0"
"R1HYI403Z5X2JE","Sudipto","
  It allowed my mind to concentrate more
","Reviewed in India on 14 September 2018","Psychology",5,"","0"
"R258MW6AD696ZF","shrivi ","
  Nice book for life
","Reviewed in India on 25 December 2018","Nice book",5,"","0"
"R4DRKBSBCX4EU","GANESH BHAT","
  Excellent Book
","Reviewed in India on 23 August 2019","Very nice book",5,"","0"
"RCX9HRRMG4EGK","Nirmal Kumar","
  Used product delivered.Print quality is not that much upto standard.
","Reviewed in India on 16 August 2020","Used Product Delivered",1,"https://images-na.ssl-images-amazon.com/images/I/710jrDB7FiL.jpg","0"
"R2KYTXH9GXIKOO","joll","
  Self-narrative but requires thoughtful understanding
","Reviewed in India on 10 September 2018","New subject with well organised perspectives",5,"","0"
"R14MPSQWS5A95L","Mohd Atir","
  Must read at least one time in life.
","Reviewed in India on 8 March 2020","Inspirational book",4,"https://images-na.ssl-images-amazon.com/images/I/71ffF+YOyzL.jpg","0"
"R30ZC40WGZPEKV","Amazon Customer","
  A good book which helps you re-motivate you in all possible means
","Reviewed in India on 29 May 2019","Must to read!!",4,"","0"
"R1WN5ZG897V3W8","Ruchika goel","
  Eckhart.. My guru.. Loads of love for changing my life
","Reviewed in India on 16 August 2018","😀😊😀",5,"","0"
"R3IU3SXEAR4AYI","rajthasani","
  A must read book for every person who want to live a good life , for those who want to know what they are upto.. fantastic approach to Life.. helped me a lot
","Reviewed in India on 19 January 2017","Hatsoff to TOLLE",5,"","0"
"R3USRWA9VJ2OBK","shailendra soni","
  BuyReadAnd feel the Change...
","Reviewed in India on 21 November 2018","Yes",5,"","0"
"R3GTAI7BXFXPIA","Mystic Fall","
  An eye-opening 📖
","Reviewed in India on 14 June 2019","Now, present.",5,"","0"
"R16WNBQCLEKOLP","rakesh","
  One of the best book which we must go through in life
","Reviewed in India on 8 October 2019","Must read book on spirituality",5,"","0"
"R1MS2H13MLF4HZ","Pooja Ghodke","
  Awesome book. Just finished reading it. Different angle of self consciousness and power of now.
","Reviewed in India on 21 September 2017","Five Stars",5,"","0"
"R28LUC3KTZQTH7","Praful Bhoyar","
  Very good read. Author explains the concept of consciousness in simple terms. There is no word play,no complex terminology to learn and that makes the book really readable !!
","Reviewed in India on 15 August 2018","Thought provoking",4,"","0"
"R9IQDFNZU3OW5","Shehzad S.","
  It has increased the self awareness in me. You gotta read it time and again in order to totally consume it.
","Reviewed in India on 19 December 2017","Awesome book!!!",4,"","0"
"RM1HA5HX8VHRB","Amazon Customer","
  Its a great book. It deals with problem of ego and how it creates suffering to us. Most of us are identified by mind created sense of self and try to defend it. Tolle says we are not what mind says
","Reviewed in India on 12 March 2016","Its a great book. It deals with problem of ego and ...",5,"","0"
"REDAMT0QS393H","Athul","
  The book dwells on your very being, gets u into the reality, ""the real NOW""
","Reviewed in India on 25 October 2020","I'm who I'm ,said god to Moses. (Exodus 3:14)",5,"https://images-na.ssl-images-amazon.com/images/I/71DMeJYkTeL.jpg","0"
"R3875YTFN4EJDK","Harsh","
  It helps me everytime when I'm little unfocused and helps prepare for JEE.
","Reviewed in India on 12 February 2018","Eckhart is Motivation",5,"","0"
"RU3I0CBWFZ94I","Spandana s Hegde","
  Found it a bit boring
","Reviewed in India on 8 August 2018","Was boring",2,"","0"
"R1TI756DE9O60Y","Kindle Customer","
  Few slap on the face kind of logics, never heard before. Completely different perspective given with respect to thinking mind
","Reviewed in India on 9 June 2017","Few slap on the face logics",4,"","0"
"RS7T2G4UT88LC","ahuja","
  Wonderful book
","Reviewed in India on 31 August 2019","Wonderful book",5,"","0"
"R6N023CNO32RZ","Kindle Customer","
  A must read for those who are seeking for the experience of life.
","Reviewed in India on 29 October 2019","A GREAT GUIDE FOR ENLIGHTMEMT",5,"","0"
"R2W1VO07RAJZO2","Shadanand","
  Changed my whole perspective on life
","Reviewed in India on 19 March 2019","The best",5,"","0"
"R3KZU3E4DXKNAG","Prakash","
  Echart Tolle experience and message enabled me to overcome frustration.Now I am not taking acidity tablet, I am in peace.Echart Tolle experience is similar to Ramana Maharishi. But Tolee is much simpler to understand, because of Ramana.
","Reviewed in India on 31 January 2014","Able to solve stress and over come frustration",5,"","0"
"R1AKSE71AO4XBV","Ajayrajsinh B Jhala","
  Good
","Reviewed in India on 25 June 2018","Good",4,"","0"
"R2HC1KC6FV8DJG","Khush","
  Good
","Reviewed in India on 22 July 2019","Good",3,"","0"
"R11GIW239ZHQRK","Amazon Customer","
  This is the best book for the beginners , who have chosen the path of spirituality. This book helps to understand the basic working of mind and shows us the way to understand our core essence.  Thanx.
","Reviewed in India on 5 June 2014","You must read this books once in a lifetime.",5,"","1"
"R18UGOTQUPNLTY","Amazon Customer","
  The service is amazing. Fast and clean.The book is best. Everyone should try it. It's worth a shot. This book helped me a lot and I'm sure it will help you too.
","Reviewed in India on 16 November 2015","Five Stars",5,"","0"
"R16F0VXG2F321U","Jemin","
  This book literally speaks to you through insights into your experiences.
","Reviewed in India on 2 November 2018","This books literally speaks",5,"","0"
"R1A9ZKE1W6EOHM","Nikhil","
  Amazing clarity. A must read.
","Reviewed in India on 1 December 2016","Amazing clarity. A must read.",5,"","0"
"R31Y005TZY463C","Badal Suchak","
  A spiritual classic. Gives clarity and deep insight.
","Reviewed in India on 24 June 2019","Highly recommended",5,"","0"
"R2Q3NKWRSI92HI","Amazon Customer","
  This book is duplicate of original one......
","Reviewed in India on 4 September 2020","not original, printed copy",1,"","0"
"RJ617HFKM9SVN","Jay","
  Will help you to be in the present moment
","Reviewed in India on 17 January 2019","Awesome book to keep your mind peaceful and relaxed",5,"","0"
"R3TXUGOIGE8AZC","JRB","
  Best book I ever read !
","Reviewed in India on 8 October 2019","Power of now",5,"","0"
"R32QPN6YA1GVY2","sulagna","
  excellent
","Reviewed in India on 19 June 2018","Five Stars",5,"","0"
"R3PEV6E18HQ98G","Ruchi Agarwal","
  Worth reading
","Reviewed in India on 9 July 2019","Good one",4,"","0"
"R2JATJQ3524HQ8","Abhi","
  Its an amazing book to read. I recommend going through the chapter wise contents first and reading what you feel like before reading from the start. It connects you to the book that way.
","Reviewed in India on 15 April 2015","Right now, not in the past , neither in the future!",5,"","0"
"R6DGVKDVY2N80","Prakashraj T","
  Very Very Nice
","Reviewed in India on 15 March 2020","Good",5,"https://images-na.ssl-images-amazon.com/images/I/71WBII8PuYL.jpg","0"
"R2VD0ZHW01LN34","Amazon Customer","
  I love this book
","Reviewed in India on 26 May 2018","Five Stars",5,"","0"
"R19RKX71995P5O","Shaista jilani","
  Very good book,life changing if you follow and able to focus in present moment,though it's difficult but not impossible.
","Reviewed in India on 15 February 2017","Life changing ...",4,"","0"
"R1VCZ15D3AOKW0","Subho","
  Book is beautiful but binding quality is poor.
","Reviewed in India on 21 July 2019","Book review",4,"","0"
"R2YUTQOI6ZIEJ7","Abhishek Bhargava","
  Amazing
","Reviewed in India on 15 September 2018","Amazing self help book",5,"","0"
"R1HBGLEWKKL72B","Sunil","
  Just wonderful read!
","Reviewed in India on 5 March 2020","Book review",5,"","0"
"R287Y2204ZKJ6D","shilpa chalia","
  Must read this book . Great book !!
","Reviewed in India on 9 October 2019","Awesome",5,"","0"
"R37D6K94QF9C6R","Santosh Kumar Singh","
  Very good book... A must read for everyone
","Reviewed in India on 8 May 2019","Very Good Book",5,"","0"
"RFDH8AYZ8THS0","Arun","
  This book explains the essence of spirituality clearly and practically. At times the concepts seem abstract and incomprehensible but that is my inefficiency.
","Reviewed in India on 29 May 2016","Mindfullness/Being to the core",4,"","0"
"R2UKG1FV94IP5Y","R Krishnaprabu","
  Good
","Reviewed in India on 21 November 2019","-",5,"","0"
"RMVEKWHTA70Y7","Amazon Customer","
  Awesome book...Must read to know oneself
","Reviewed in India on 17 December 2018","Book",5,"","0"
"R3H9JAE3NY84HS","Priiya","
  It's a must have
","Reviewed in India on 24 July 2019","Must read",5,"","0"
"RJ12Q9RNPL6BR","Umesh","
  Great book.... Superb contents ... Nice reading
","Reviewed in India on 20 July 2019","Great book",4,"","0"
"R2JY1VVDSRN1FX","Amar Mitra","
  Nice..but not for beginners..readers must have deapth..
","Reviewed in India on 27 November 2018","Not for beginners..",3,"","0"
"R11H1Q5HTJOOOO","RAHUL GUPTA","
  Unrealistic and impractical, only repetitive gibberish.
","Reviewed in India on 28 September 2020","Try other books first",1,"","0"
"RCZ8UL1RLVATP","Amazon Customer","
  Very helpful, realistic and easy to comprehend.
","Reviewed in India on 15 June 2019","Must read",5,"","0"
"RA1MMZZZ2FJSJ","Param","
  Very confusing . Have to read it Many times and think what the author wants to convey..
","Reviewed in India on 10 June 2017","Very confusing. Have to read it Many times and ...",3,"","0"
"R1VG9ORCAS9IX1","AK Arora","
  This book explains, how your ego-mind makes you its slave and it is possible to reverse  this by realizing the power of NOW.
","Reviewed in India on 16 September 2013","This is a wonderful book.",5,"","1"
"R1YIDGLYRPXJP4","Vaibhav Kumar","
  Good one
","Reviewed in India on 5 July 2019","Must read",5,"","0"
"R1I4FGUIZRGX6J","Sunny ","
  Loved it!!
","Reviewed in India on 8 June 2017","Five Stars",5,"","0"
"R30OAG6ONY6I50","Akash Raj","
  One of the best book I have read till now
","Reviewed in India on 4 November 2019","Stimulating",5,"","0"
"R1TF7AZ1N38XNR","Amazon Customer","
  i am deeply impressed by the contents of the book
","Reviewed in India on 14 January 2016","Five Stars",5,"","0"
"R3J1SN43Q2LX7L","Lio","
  Awesome
","Reviewed in India on 28 September 2019","Awesome",5,"","0"
"R1Y7CW2HCVHK8Q","Ashwin","
  Awesome book !!. Teaches the true way of living
","Reviewed in India on 8 April 2017","Five Stars",5,"","1"
"R38RD52Z9GVHC7","aditya p","
  This book changed my life.During the time when i was thinking 'whats the the point of living life', this book gave me new purpose to my life.Thanks!
","Reviewed in India on 10 January 2014","Loved it",5,"","0"
"R1Z6VYYKV7MFU4","Amazon Customer","
  Great
","Reviewed in India on 21 August 2018","It takes time to complete it and understand the path shown in that book",5,"","0"
"R2T241EOFDJKTA","PUNEET KUMAR","
  Just amazing
","Reviewed in India on 9 February 2021","Amazing quality",5,"","0"
"REMAS9MCBXWRV","Amazon Customer","
  This book is enough to understand NOW ....
","Reviewed in India on 29 June 2019","live your life happy and achieve more with NOW",5,"","0"
"R20NSOS5EATOWQ","RevathiSubhash","
  Excellent book...
","Reviewed in India on 30 October 2018","Excellent",5,"","0"
"R1BSF9PJIC4WJ9","Suraj","
  THE ONE AND ONLY BOOK PEOPLE NEED TO READ
","Reviewed in India on 6 March 2021","We are not our minds",5,"","0"
"R2VCHK7LYWRAZO","Amazon Customer","
  The best spiritual book our humanity ever encountered
","Reviewed in India on 5 May 2018","Five Stars",5,"","0"
"R1TJ0R0YC1E7M1","PB","
  Book is fabulous. Amazon did a awesome job in delivery.
","Reviewed in India on 4 November 2014","Amazon did a awesome job in delivery",5,"","0"
"R1NWI2XP9VGMVF","Sri P","
  Good!!!
","Reviewed in India on 27 January 2016","Five Stars",5,"","1"
"R1JQCD0T69WLA9","RRM","
  A must read for everyone who practices spirituality
","Reviewed in India on 5 January 2017","Five Stars",5,"","0"
"R2YD54W468S7QU","Sony","
  Good and great book. Thanks to amazon.
","Reviewed in India on 23 October 2019","🙏",5,"","0"
"R9YGHOUBCI3ID","Stella, UK 5-star Chef","
  Very good book.
","Reviewed in India on 15 December 2016","The best on the topic of being in NOW.",5,"","0"
"R3LNXTUQWRAIAC","H.Singh","
  It's good book. Saying best way to stay in present moment.
","Reviewed in India on 26 May 2016","Nice book",4,"","0"
"R3VCR7X3G635OH","Anonymous ","
  One of the best books ever read .This book  give you a higher consciousness .Echart tolled had done a wonderful job writing this book
","Reviewed in India on 5 February 2019","Engaging",5,"","0"
"R3U6EZV7SK9BIR","Devendiran","
  I will recommend this book to everyone. This book has priceless spiritual knowledge for enlightenment. It helps you to lead a life in the more conscious way.
","Reviewed in India on 30 July 2018","Must Read",5,"","0"
"R2G55U9M1XPY4V","sai pranay kumar","
  One of the fantastic books that I ever read.
","Reviewed in India on 17 January 2019","Superb book",5,"","0"
"R2G5O9Z98A8TG2","Mathi Sekar","
  Excellent Book😘... Life changing Book
","Reviewed in India on 16 March 2018","Go for it 💪",5,"","0"
"R147HF651NZ17C","Jeet singh","
  GD for read
","Reviewed in India on 4 February 2019","Nice product",5,"","0"
"R11Q0SZNUB0CBA","Joysurya Roy Choudhury","
  Good product, good print.
","Reviewed in India on 7 September 2019","Excellent book.",5,"","0"
"R3O7X4LSNELHU6","Grace","
  Must read!!
","Reviewed in India on 21 June 2017","Five Stars",5,"","0"
"R1D3JLHPXTR7MN","Shubhamwockeez","
  Best book till date that I have read. 😃
","Reviewed in India on 25 August 2018","Should be read by everyone",5,"","0"
"R2BI2ED3ZQ47BZ","meghanshi jain","
  This book can change anyone's life!👌;A must must read book.
","Reviewed in India on 9 January 2018","Five Stars",5,"","0"
"R14W92TSIJ06C5","DK","
  Liked the way the author has given it in question answer format. Totally refreshing view to the way we think about everything in our life.
","Reviewed in India on 4 March 2016","Good one",5,"","0"
"R2EHQ9QCFJZMBH","Dilip andhale","
  Best
","Reviewed in India on 18 April 2018","Five Stars",5,"","0"
"RSP1V25ZZ5D9Z","Amazon Customer","
  it will be the book always stays beside my pillow..many answers to my unquestionable questions..
","Reviewed in India on 17 May 2016","Five Stars",5,"","0"
"RBIYX8AH4HDIU","Amazon Customer","
  Amazing
","Reviewed in India on 2 September 2018","Amazing",5,"","0"
"R1ZJL7LDIIX0OB","Sameer Allawadi","
  Reading
","Reviewed in India on 18 March 2019","Timely delivery",5,"","0"
"R2GCTASCECZY14","DIPESH","
  The best book I have ever read. Your best spiritual guide.
","Reviewed in India on 9 March 2018","Five Stars",5,"","0"
"R20IZD92QASMW0","Pavan Kumar","
  It is a must read book for spiritual seekers.
","Reviewed in India on 8 October 2018","Must read book",5,"","0"
"R2RIW379QOU94H","Anil Prakash","
  Amazing power of now.
","Reviewed in India on 22 June 2018","Now is important",5,"","0"
"R1PXBYA0DQW8LE","Anamika Dangwal","
  Highly recommended. Eye n mind opener
","Reviewed in India on 16 September 2020","Excellent book",5,"","0"
"R3U84NT9OSYSSC","Raju","
  Excellent book and must read
","Reviewed in India on 11 June 2015","Five Stars",5,"","0"
"R9662M6C1S9UQ","Sam Mathew","
  It's a Bible.. Not a book
","Reviewed in India on 21 March 2018","Five Stars",5,"","0"
"R2XO0MRGHBL8NN","Ajay lakhina ","
  Good
","Reviewed in India on 26 May 2019","Good",5,"","0"
"R31LU3KKYYN1U6","Selvan","
  Excellent.
","Reviewed in India on 29 April 2016","Five Stars",5,"","0"
"R3TMZMD1GTJFP0","Rakesh kumar V","
  One of best spiritual growth book
","Reviewed in India on 17 October 2019","Good book",5,"","0"
"RAPTUKZCTQ7X9","Mrudula","
  Book is in good condition
","Reviewed in India on 6 August 2018","Good",4,"","0"
"R2K9UH67X66DVE","Pineapple Express","
  Must read book. Life saver.
","Reviewed in India on 11 November 2015","Must read book. Life saver. Don't think just buy it.",5,"","0"
"R7PPFF55THQPA","Mayank Soni","
  This book can change your life,  but don't only read, apply in your real life.
","Reviewed in India on 19 June 2016","Best spiritual book",5,"","0"
